tau_B,alpha,o,dataset_id,mean_width,sd_upper,sd_width,relative_instability,n_finite,randomization_varied_only
0.0,0.1,5,37,10.722838401791204,3.0125974631356716,3.1471383537906217,0.2809514934620697,100,True
0.0,0.1,5,39,7.221070080931079,0.4234401732453441,0.24964407515377646,0.05863953243765584,100,True
0.0,0.1,5,38,7.613100629362525,0.16989389286960718,0.28961877013105763,0.022315992017017786,100,True
0.0,0.1,5,40,7.58608279738634,0.26590410282637544,0.3705437370149561,0.03505156876457878,100,True
0.0,0.1,5,41,6.215087829038127,0.16738278258727093,0.2622680922541576,0.026931684183966843,100,True
0.0,0.1,5,42,10.203831558379513,0.7588872567053315,0.47584761107526546,0.07437277383142649,100,True
0.0,0.1,5,44,9.391732036518084,0.7874793927588974,1.0375147631712982,0.08384815385457374,100,True
0.0,0.1,5,45,7.362442406680629,0.2814938946779984,0.41089399080678046,0.038233765254662336,100,True
0.0,0.1,5,43,8.646520578412964,0.49188379343807437,0.3585562814223809,0.05688806138576932,100,True
0.0,0.1,5,46,8.280169230886434,0.14033728523193298,0.403970641436776,0.016948601087578154,100,True
0.0,0.1,5,47,9.50038305799443,0.7787386168072971,0.5472476414008185,0.08196918082708257,100,True
0.0,0.1,5,49,9.911453659094173,0.5047313327304825,0.5613612124803896,0.05092404707632068,100,True
0.0,0.1,5,48,7.016545985121789,0.20676741513342609,0.2801788600594882,0.02946854699903134,100,True
0.0,0.1,10,2,6.797364003449427,0.34190033005840625,0.4216778352687964,0.05029895852052408,100,True
0.0,0.1,10,0,6.811022566058465,0.17146227278921747,0.3191002244535207,0.025174233549550926,100,True
0.0,0.1,10,4,6.771354429545163,0.28393250999286335,0.9004223701493165,0.04193142050783706,100,True
0.0,0.1,10,1,6.84250292793334,0.3213696556555935,0.5273681080010061,0.0469666814965701,100,True
0.0,0.1,10,5,7.237872622641848,0.8431304665482352,0.7545952321892743,0.11648871298324807,100,True
0.0,0.1,10,3,8.330094866834683,0.7661676321732338,0.36353673749559967,0.09197585914941285,100,True
0.0,0.1,10,10,10.839126500430424,1.200558335870387,1.5950752777243618,0.11076153930141074,100,True
0.0,0.1,10,6,7.777657297867198,0.3882799128773442,0.4822165151120493,0.049922476397078974,100,True
0.0,0.1,10,7,6.381553527501291,0.216714694562125,0.2749347508793962,0.033959551326834994,100,True
0.0,0.1,10,8,6.661836204260954,0.2414974073090654,0.4393534226159854,0.036250877371407315,100,True
0.0,0.1,10,9,6.452331012567332,0.3860994698786306,0.20502280518139926,0.059838757361737493,100,True
0.0,0.1,10,11,7.431320577967234,0.4105775891600928,0.9128988516331907,0.05524961342367527,100,True
0.0,0.1,10,13,7.508276739625104,0.5473938076368001,0.546377745260274,0.07290538516620154,100,True
0.0,0.1,10,14,6.688588460138757,0.3890266700785205,0.7224851383304738,0.058162745756740734,100,True
0.0,0.1,10,12,7.704159257476644,0.223090481596617,0.4342708904595106,0.028957148228746014,100,True
0.0,0.1,10,15,7.307803962140106,0.35913242497985354,0.5400976643115595,0.049143686234664787,100,True
0.0,0.1,10,17,7.341459898411544,0.36900978067326257,0.5205168044376836,0.05026381479698669,100,True
0.0,0.1,10,16,7.929206447586657,0.3550144305639426,0.5617330966493882,0.044773008864209256,100,True
0.0,0.1,10,18,14.859819884229603,3.3235612796464093,16.66795326162669,0.2236609397381479,100,True
0.0,0.1,10,19,7.847027257888267,0.539931104551728,1.183329129534432,0.06880708920807677,100,True
0.0,0.1,10,22,6.939325629151352,0.36087092199028964,0.3696275456766982,0.05200374521615043,100,True
0.0,0.1,10,21,6.590144097667865,0.5789348466506962,0.5719304002668099,0.08784858693083371,100,True
0.0,0.1,10,20,7.543353573461629,0.9487844352991804,0.9244166833734636,0.1257775372795876,100,True
0.0,0.1,10,23,7.551399297019901,0.4843911662627459,0.7198688978639304,0.06414588173795908,100,True
0.0,0.1,10,24,5.90422364045458,0.27265936860447626,0.4196879382541051,0.04618039308949408,100,True
0.0,0.1,10,25,7.6224063396704675,1.6534828753116022,0.8758155273142177,0.21692400032600279,100,True
0.0,0.1,10,26,7.4029150750782495,0.2391176629655331,0.4317275506328688,0.03230047360269166,100,True
0.0,0.1,10,27,7.551141540505512,0.3157319389206999,0.5324930229466698,0.04181247791834706,100,True
0.0,0.1,10,29,9.384607126206907,0.9571757442378749,1.4145653860990484,0.10199422643542762,100,True
0.0,0.1,10,28,8.521354096336802,1.239193877406621,1.224098661333582,0.14542217861118237,100,True
0.0,0.1,10,30,6.98385299390177,0.3144750777506898,0.8951251606681851,0.045028879907020695,100,True
0.0,0.1,10,31,7.197283632961394,0.35304360525840445,0.5720018045308459,0.0490523401970114,100,True
0.0,0.1,10,33,7.910814768421765,1.3522985771068488,1.3514260142410135,0.17094302125552574,100,True
0.0,0.1,10,34,7.69168867592711,0.5505057594740306,1.164694951141254,0.0715715082433021,100,True
0.0,0.1,10,32,6.641076194942898,0.4879284437163055,0.7913794819893071,0.07347129130785418,100,True
0.0,0.1,10,35,6.308525214744784,0.5152609286314944,0.6698929138217623,0.08167692306708799,100,True
0.0,0.1,10,36,8.103873664500632,0.9932568084608046,1.0663592825120978,0.12256568273168038,100,True
0.0,0.1,10,37,7.623434063574039,0.8876214176770176,0.5305392920061324,0.11643327800501505,100,True
0.0,0.1,10,39,6.0649811376782505,0.3087896640324969,0.29486458250094777,0.05091354070570208,100,True
0.0,0.1,10,38,6.673498452650913,0.09453710398158044,0.16771945040421254,0.014166048685308,100,True
0.0,0.1,10,40,6.663610951011444,0.1743044093189051,0.2804772486965867,0.026157650949362236,100,True
0.0,0.1,10,41,5.622944870749315,0.13302586043669007,0.17510141938216253,0.02365768534005972,100,True
0.0,0.1,10,42,8.528865545464882,0.5546928482916176,0.4366411276141426,0.06503711957173115,100,True
0.0,0.1,10,44,7.581535567135228,0.6469825976273428,0.8295016340452002,0.085336617087429,100,True
0.0,0.1,10,45,5.928025782891378,0.1546850459442894,0.2888402750446718,0.02609385512301908,100,True
0.0,0.1,10,43,7.600592856114033,0.45180287527986007,0.4187973657209137,0.05944310974589607,100,True
0.0,0.1,10,46,6.546893451095744,0.12669062310546458,0.3463132638104848,0.01935125782202253,100,True
0.0,0.1,10,47,7.448899461586779,0.7902360148210469,0.7750510226301713,0.10608761990898306,100,True
0.0,0.1,10,49,8.429710029579836,0.5207110587966662,0.576235857336464,0.06177093363466741,100,True
0.0,0.1,10,48,5.830689171103111,0.2408832505654379,0.2559655471642333,0.0413129980859304,100,True
0.0,0.1,15,5,6.086537672653193,0.4589491570943722,0.4941820777319919,0.07540397871131732,100,True
0.0,0.1,15,1,6.081383431768004,0.16893266466721693,0.21062789228303522,0.02777865703792733,100,True
0.0,0.1,15,3,7.5402850773381385,0.6376380979444727,0.45150495411320724,0.08456418973612213,100,True
0.0,0.1,15,4,6.2196444155159005,0.15172286526152534,0.25659187405120953,0.024394138173402375,100,True
0.0,0.1,15,0,6.370896028327788,0.24005344513889978,0.4275339195648709,0.03767969906768487,100,True
0.0,0.1,15,2,7.636707794302381,1.159534663807198,0.826012732702842,0.15183698198748777,100,True
0.0,0.1,15,8,5.955622488177593,0.30770475181497325,0.4169686156129284,0.05166626199457618,100,True
0.0,0.1,15,6,6.801575713949568,0.2983557943346774,0.37689880845607726,0.0438656874351586,100,True
0.0,0.1,15,10,8.812961994438682,0.8407628873108566,1.4273476667752822,0.09540071633593908,100,True
0.0,0.1,15,7,6.349264606810982,0.34262673802509214,0.25789694305727645,0.053963216095538,100,True
0.0,0.1,15,9,6.1373082193081565,0.4064077277879865,0.2097604416604068,0.0662192142329459,100,True
0.0,0.1,15,11,5.803486743691371,0.13079522061718246,0.3410320112452927,0.022537351491215562,100,True
0.0,0.1,15,15,5.667689395957612,0.33333126635485216,0.24074519373746484,0.05881255006539267,100,True
0.0,0.1,15,13,9.478174325002529,0.49039577002902096,1.8814499399937916,0.051739475685249135,100,True
0.0,0.1,15,14,6.441320231802341,0.6614751016217009,0.4677128946522336,0.10269247263252645,100,True
0.0,0.1,15,17,6.357309105687005,0.35092046681941375,0.5395777508892113,0.05519952876060309,100,True
0.0,0.1,15,12,7.514662648883574,0.2854260474666848,0.4704740566997632,0.03798254969024984,100,True
0.0,0.1,15,16,6.14484863369408,0.21839756281793987,0.2799002536549584,0.03554156918046759,100,True
0.0,0.1,15,18,7.223846745978924,0.7022054635531436,0.35851160180954894,0.09720658372826343,100,True
0.0,0.1,15,22,6.873889036384948,0.3464565216282634,1.0006543925863793,0.05040182054065694,100,True
0.0,0.1,15,19,7.053519782013743,0.38814904969593617,0.9662241846859632,0.05502912895852426,100,True
0.0,0.1,15,21,5.529596856176109,0.5534748106713736,0.5469595992959038,0.1000931577956153,100,True
0.0,0.1,15,20,6.265878931433336,0.8313840669695866,0.844801844648501,0.13268434900631018,100,True
0.0,0.1,15,23,5.76324351718983,0.5094558688243879,0.46962930097297034,0.08839742192132802,100,True
0.0,0.1,15,24,5.884444770186845,0.17769766547726445,0.4843057045501993,0.030197864440424025,100,True
0.0,0.1,15,25,7.695695417657442,1.1636200167112878,0.6292934441021504,0.15120401127640937,100,True
0.0,0.1,15,26,5.919361896140342,0.2747323037010745,0.37251064331572525,0.04641248643375071,100,True
0.0,0.1,15,29,6.55525842800487,0.5682565220617074,0.9714735347428539,0.08668712733491112,100,True
0.0,0.1,15,27,5.584211771717667,0.3656213150785893,0.29007561376801844,0.06547411345149014,100,True
0.0,0.1,15,28,7.39822801047329,0.983304714508102,0.8472039331012923,0.1329108420443501,100,True
0.0,0.1,15,30,6.362891671649472,0.2933751645742515,0.41097789808646756,0.046107207180882105,100,True
0.0,0.1,15,33,5.722921842175648,0.33573517475674103,0.32566568506752414,0.05866499386423678,100,True
0.0,0.1,15,31,6.809344489384942,0.4169914690661756,0.38202681408652145,0.061238122071253974,100,True
0.0,0.1,15,34,5.988055506270345,0.4698042260262373,0.3386053331723806,0.07845689231408852,100,True
0.0,0.1,15,32,5.706051384454303,0.4120002963163454,0.6178228154043607,0.07220409851877753,100,True
0.0,0.1,15,35,4.927757625080717,0.46107809894264423,0.09664650921821208,0.0935675278743223,100,True
0.0,0.1,15,36,7.416621751804765,0.8067161456985547,0.776102163532826,0.10877137498649542,100,True
0.0,0.1,15,38,5.688282633267006,0.09977488443851076,0.19612962557918967,0.01754042315953033,100,True
0.0,0.1,15,40,5.926349440785697,0.09955226683002727,0.1871057211422002,0.016798244488402787,100,True
0.0,0.1,15,37,6.342095728021259,0.3392620326941391,0.3147744142556448,0.053493678941990565,100,True
0.0,0.1,15,39,5.997135255283808,0.5556120743989944,0.4184529209598253,0.09264624704094665,100,True
0.0,0.1,15,41,5.072141597033457,0.10225355090973672,0.15102549358317902,0.02015983760578406,100,True
0.0,0.1,15,42,7.45254910499129,0.44884454255643214,0.870153099905455,0.06022698223562483,100,True
0.0,0.1,15,44,7.09864272859566,0.8650017217195995,0.9375837750128294,0.121854522729407,100,True
0.0,0.1,15,45,5.211309631867692,0.15464032703733357,0.2573472931445646,0.029673985612309838,100,True
0.0,0.1,15,43,6.3129146891634464,0.32924415082058106,0.3068952607861748,0.05215406306468094,100,True
0.0,0.1,15,47,5.817353250741014,0.46046685053550485,0.39453016639040545,0.0791540122609626,100,True
0.0,0.1,15,46,7.227080023670243,0.45636056291475485,1.2290184844559868,0.06314591251516183,100,True
0.0,0.1,15,49,6.895022109807551,0.4172458627791734,0.569970134178171,0.06051407176572771,100,True
0.0,0.1,15,48,5.178215579061782,0.28675974979622876,0.20565594804849882,0.055378101861140644,100,True
0.0,0.1,20,5,6.2991786802954906,0.38427063562424657,0.4820716515044313,0.061003291877762815,100,True
0.0,0.1,20,3,7.155906594422956,0.274896866166191,0.33888480589912834,0.038415379314821585,100,True
0.0,0.1,20,4,4.786002858337671,0.08419303780398082,0.13648521928088117,0.01759151431706911,100,True
0.0,0.1,20,0,5.734366934488369,0.18576978069637862,0.4870532462411956,0.0323958656323679,100,True
0.0,0.1,20,2,5.243763163976911,0.0714306338068186,0.2301204865001042,0.01362201754219675,100,True
0.0,0.1,20,1,5.917320111225429,0.17330338179683358,0.4524574458400445,0.029287477868244625,100,True
0.0,0.1,20,7,5.775250606052616,0.12940043456214842,0.47585740314563507,0.022406029346420626,100,True
0.0,0.1,20,8,4.9325506212465555,0.19642639479633395,0.18318445988406568,0.03982247925652165,100,True
0.0,0.1,20,6,6.228902376147582,0.4561042631930792,0.36398155230863344,0.07322385801704731,100,True
0.0,0.1,20,10,5.4860754392381565,0.27258899013600235,0.5592692111405548,0.04968743014110947,100,True
0.0,0.1,20,11,4.994696848366843,0.14128160904820708,0.18979557296306515,0.0282863231417945,100,True
0.0,0.1,20,9,6.97518873785851,0.14569091609656593,0.06706423370093947,0.020887021351238058,100,True
0.0,0.1,20,14,4.867317224066862,0.22321292688300742,0.4778243841063093,0.045859539579485846,100,True
0.0,0.1,20,13,5.986060599283551,0.2139454558026993,0.2517201487150194,0.035740609747302865,100,True
0.0,0.1,20,12,6.221598352818859,0.3219143879926998,0.5076172663201117,0.05174142876755263,100,True
0.0,0.1,20,16,6.266068340919407,0.5485850008391345,0.4206867416310187,0.0875485186231853,100,True
0.0,0.1,20,15,6.269686006065045,0.4544778182704605,0.5541725114138008,0.07248813063857054,100,True
0.0,0.1,20,17,6.4266792093687615,0.19805122103168288,0.5268172829349583,0.030817038563705716,100,True
0.0,0.1,20,18,5.314168598603259,0.508999600788155,0.45670865188234216,0.09578160559714592,100,True
0.0,0.1,20,19,7.576821562700056,0.4684676535070185,0.8047049141746548,0.061829046603557154,100,True
0.0,0.1,20,20,4.656593472431402,0.7196114067670906,0.27956998198251426,0.1545360167314222,100,True
0.0,0.1,20,22,7.370892075780464,1.523657105219444,1.3975018821408647,0.20671271395031413,100,True
0.0,0.1,20,21,5.5509571021558255,0.2601600896599592,0.21579201478828602,0.04686760947205317,100,True
0.0,0.1,20,23,5.501805946411716,0.23721703380825973,0.262432633218495,0.04311621240712296,100,True
0.0,0.1,20,25,5.457962048998,0.1486466659295223,0.30014759384839734,0.027234829519712695,100,True
0.0,0.1,20,24,4.759073892050184,0.2100644957737572,0.4497303321883816,0.044139784449377925,100,True
0.0,0.1,20,26,5.0950114313448855,0.2612868000029185,0.2562689710365238,0.05128286825726491,100,True
0.0,0.1,20,27,5.220368528043278,0.27710007898619066,0.16127326920607155,0.053080558871971925,100,True
0.0,0.1,20,28,5.642453725140102,0.2103131009055673,0.2835172016171209,0.03727334084611304,100,True
0.0,0.1,20,29,5.607722779866481,0.5997372923561162,0.6506570133286511,0.10694845588825556,100,True
0.0,0.1,20,30,6.0227996124142305,0.4326872802006908,0.5315265792537576,0.07184155343784529,100,True
0.0,0.1,20,31,6.296016900923108,0.37084674078561863,0.5038362248349083,0.05890180198392509,100,True
0.0,0.1,20,32,3.9961218842122666,0.3296778517902267,0.2753263030946807,0.08249944855103293,100,True
0.0,0.1,20,33,5.590764083672582,0.23387291021797652,0.4712191347906477,0.041832011996532865,100,True
0.0,0.1,20,34,6.070371527601754,0.936174315219819,0.9760776936770221,0.15422026657891846,100,True
0.0,0.1,20,35,5.90495895121807,0.3160357861071445,1.3329080802857507,0.05352040356554094,100,True
0.0,0.1,20,37,5.488652267999635,0.3996861263488434,0.40211596813103007,0.07282044969019523,100,True
0.0,0.1,20,36,5.966094161809076,0.3810092123018296,0.3000395697563731,0.06386242019792353,100,True
0.0,0.1,20,38,4.882318867625766,0.2018672122501951,0.3420836500442404,0.04134658503948997,100,True
0.0,0.1,20,39,4.8735726479597306,0.17850199123166915,0.3945872133299135,0.036626516957000144,100,True
0.0,0.1,20,40,6.705065715295071,0.33706289595283623,0.513804263724243,0.050269887017505996,100,True
0.0,0.1,20,41,5.244458529342657,0.41185958230487546,0.27888377974983897,0.07853233656068173,100,True
0.0,0.1,20,42,5.483641827378713,0.19476566631944298,0.21394858913533363,0.03551757617483649,100,True
0.0,0.1,20,43,6.08271926384478,0.46816133604544774,0.5658017543474173,0.07696579699611703,100,True
0.0,0.1,20,44,5.38137725011428,0.25182065708438417,0.5082847209583841,0.04679483436680386,100,True
0.0,0.1,20,45,5.882049056699928,0.39608254335128873,0.3733781696057878,0.06733751104984959,100,True
0.0,0.1,20,46,6.082631848836959,0.28832856371335286,0.37122519565038264,0.04740194226426563,100,True
0.0,0.1,20,47,5.939976815387634,0.18300462281102958,0.41299072019116184,0.030808979310651904,100,True
0.0,0.1,20,48,5.624789054836847,0.4179047712531557,0.4323075579388946,0.07429696779362645,100,True
0.0,0.1,20,49,7.653926582331057,1.0604307402834807,0.6089675389754976,0.138547284047833,100,True
0.0,0.1,25,4,,,,,0,True
0.0,0.1,25,5,,,,,0,True
0.0,0.1,25,3,,,,,0,True
0.0,0.1,25,0,4.517331787165941,0.03935661828398108,0.12229863419528804,0.008712359449840725,100,True
0.0,0.1,25,1,6.988907107050486,0.2343110635644789,0.463332963533504,0.03352613791762997,61,True
0.0,0.1,25,2,5.169299044808401,0.33903786251238577,0.702573040857365,0.06558681546057704,72,True
0.0,0.1,25,7,4.623293242267437,3.570611593983174e-15,0.0,7.723091326631948e-16,100,True
0.0,0.1,25,8,6.8344296349514,0.0,1.785305796991587e-15,0.0,100,True
0.0,0.1,25,6,5.011391410733605,0.17538889299220803,0.25244342846929224,0.034998043181491044,100,True
0.0,0.1,25,13,6.124747684621752,0.0,0.0,0.0,100,True
0.0,0.1,25,14,,,,,0,True
0.0,0.1,25,11,5.235933628513582,0.1664358405143625,0.232226562697881,0.031787232673843424,100,True
0.0,0.1,25,10,6.004179609328637,0.11982773512400047,0.3978776577019729,0.019957386840631024,100,True
0.0,0.1,25,9,5.405011631029338,0.32925204098179406,0.7802066455959689,0.060916065210962524,100,True
0.0,0.1,25,19,6.586832531240474,0.6124770305306251,1.2100398154323297,0.0929850618830413,100,True
0.0,0.1,25,12,4.818102101397615,0.20496362155688405,0.41580888537807664,0.04254032339776051,100,True
0.0,0.1,25,15,4.752302167962868,0.23899500473529808,0.3880061039237328,0.05029036376231653,100,True
0.0,0.1,25,18,4.572176667528237,0.01820601461281041,0.1447649290070585,0.003981914072155212,100,True
0.0,0.1,25,16,5.675712076505728,0.32239872151659466,0.5619483320596166,0.0568032199609182,100,True
0.0,0.1,25,17,4.973815957237086,0.06140935175081488,0.076970377584141,0.012346526747026496,100,True
0.0,0.1,25,22,6.10812179052131,0.0,8.926528984957934e-16,0.0,100,True
0.0,0.1,25,24,5.667673188158822,0.2826116162358412,0.5543846354086379,0.04986378128264119,100,True
0.0,0.1,25,25,6.263025776469112,0.3148554133684467,0.6484049141200676,0.05027209285189176,100,True
0.0,0.1,25,26,4.930524711031041,0.5652737371190448,1.0895324211141773,0.1146477850226286,100,True
