w_local,width_nonincreasing_o_gt0,max_upward_step,widths
0.1428571428571429,True,-0.5972498695864985,"o=5:19.85, o=10:18.93, o=15:17.85, o=20:17.26"
0.2857142857142857,True,-0.5072298663387507,"o=5:17.06, o=10:16.15, o=15:15.14, o=20:14.63"
0.4285714285714286,True,-0.45205953856051195,"o=5:14.36, o=10:13.45, o=15:12.52, o=20:12.07"
0.5714285714285715,True,-0.39601087605853813,"o=5:11.82, o=10:10.91, o=15:10.06, o=20:9.668"
0.7142857142857143,True,-0.37410104500220953,"o=5:9.657, o=10:8.65, o=15:7.868, o=20:7.494"
0.8571428571428572,True,-0.3604921391690077,"o=5:8.123, o=10:6.983, o=15:6.249, o=20:5.888"
