tau_B,alpha,o,Donor-HCP-no-within,Donor-HCP-within,Pooling,S-HCP-within,Std-CP
0.0,0.05,0,,,8.99432054762647,,
0.0,0.05,5,,,8.99432054762647,9.727991104591027,5.988536562322515
0.0,0.05,10,12.998869409265659,,8.99432054762647,9.606278150190672,98.96990451119008
0.0,0.05,15,10.261860440084746,9.35040317237914,8.99432054762647,9.717795433954572,9.076943025959237
0.0,0.05,20,9.271337783786056,6.866754679116866,8.99432054762647,9.31713328817645,6.807475168724572
0.0,0.05,25,7.71101462347714,,8.99432054762647,,6.677404366893752
0.0,0.05,30,7.916538800631973,,8.99432054762647,,6.433221606920298
0.0,0.05,35,8.084572653315185,,8.99432054762647,,6.47052021872901
