tau_B,alpha,o,Donor-HCP-no-within,Donor-HCP-within,HCP,Pooling,Repeated,S-HCP-within,Std-CP,Subsampling
0.0,0.1,0,0.9712,0.9712,0.9712,0.8884,0.9312,0.9124,1.0,0.9134
0.0,0.1,5,0.9572,0.9696,0.9712,0.8884,0.9312,0.9064,0.744,0.9134
0.0,0.1,10,0.9374,0.9546,0.9712,0.8884,0.9312,0.909,0.8302,0.9134
0.0,0.1,15,0.9176,0.933,0.9712,0.8884,0.9312,0.908,0.8924,0.9134
0.0,0.1,20,0.8978,0.9046,0.9712,0.8884,0.9312,0.8996,0.9164,0.9134
0.0,0.1,25,0.9228,0.9304,0.9712,0.8884,0.9312,0.9268,0.9332,0.9134
0.0,0.1,30,0.9022,0.939,0.9712,0.8884,0.9312,0.9362,0.9376,0.9134
0.0,0.1,35,0.915,0.9482,0.9712,0.8884,0.9312,0.948,0.9468,0.9134
