tau_B,alpha,o,Donor-HCP-no-within,Donor-HCP-within,HCP,Pooling,Repeated,S-HCP-within,Std-CP,Subsampling
5.0,0.1,0,0.9392,0.9392,0.9392,0.8696,0.9044,0.9204,1.0,0.8976
5.0,0.1,5,0.937,0.9532,0.9392,0.8696,0.9044,0.9202,0.7498,0.8976
5.0,0.1,10,0.93,0.9392,0.9392,0.8696,0.9044,0.923,0.8268,0.8976
5.0,0.1,15,0.9074,0.9136,0.9392,0.8696,0.9044,0.8982,0.8818,0.8976
5.0,0.1,20,0.909,0.918,0.9392,0.8696,0.9044,0.8986,0.9092,0.8976
5.0,0.1,25,0.921,0.941,0.9392,0.8696,0.9044,0.9172,0.9278,0.8976
5.0,0.1,30,0.9128,0.9462,0.9392,0.8696,0.9044,0.9244,0.9382,0.8976
5.0,0.1,35,0.9206,0.948,0.9392,0.8696,0.9044,0.945,0.9464,0.8976
