tau_B,alpha,o,Donor-HCP-no-within,Donor-HCP-within,HCP,Pooling,Repeated,S-HCP-within,Std-CP,Subsampling
0.0,0.05,0,1.0,1.0,1.0,0.923,1.0,1.0,1.0,1.0
0.0,0.05,5,1.0,1.0,1.0,0.923,1.0,0.9498,0.7534,1.0
0.0,0.05,10,0.994,1.0,1.0,0.923,1.0,0.952,0.833,1.0
0.0,0.05,15,0.9706,0.9872,1.0,0.923,1.0,0.9556,0.893,1.0
0.0,0.05,20,0.947,0.9488,1.0,0.923,1.0,0.9476,0.9126,1.0
0.0,0.05,25,0.9582,1.0,1.0,0.923,1.0,1.0,0.9302,1.0
0.0,0.05,30,0.9664,1.0,1.0,0.923,1.0,1.0,0.9386,1.0
0.0,0.05,35,0.9722,1.0,1.0,0.923,1.0,1.0,0.9516,1.0
