tau_B,alpha,o,Donor-HCP-no-within,Donor-HCP-within,HCP,Pooling,Repeated,S-HCP-within,Std-CP,Subsampling
0.0,0.1,0,11.594320883249269,11.594320883249269,11.594320883249269,8.028180492669652,9.189177287804288,9.708627010426149,,9.430301703938083
0.0,0.1,5,10.002971601739134,9.879186107880082,11.594320883249269,8.028180492669652,9.189177287804288,8.747991380687884,5.947411248531325,9.430301703938083
0.0,0.1,10,9.089502727815198,42.155434276814354,11.594320883249269,8.028180492669652,9.189177287804288,8.689979844681506,71.00570943865124,9.430301703938083
0.0,0.1,15,8.513050998199189,7.599140756794519,11.594320883249269,8.028180492669652,9.189177287804288,8.622022868161535,9.02335986498601,9.430301703938083
0.0,0.1,20,7.995327811404641,6.016763571292606,11.594320883249269,8.028180492669652,9.189177287804288,8.403563572430919,6.927214303933627,9.430301703938083
0.0,0.1,25,6.652044628315087,6.5086537790815715,11.594320883249269,8.028180492669652,9.189177287804288,7.023355163884962,6.711589123444751,9.430301703938083
0.0,0.1,30,6.2511190302994795,6.300710994863477,11.594320883249269,8.028180492669652,9.189177287804288,7.194756924453004,6.401095118364073,9.430301703938083
0.0,0.1,35,6.455102375014167,6.360711555666482,11.594320883249269,8.028180492669652,9.189177287804288,7.39694069469253,6.449227275781663,9.430301703938083
