tau_B,alpha,o,Donor-HCP-no-within,Donor-HCP-within,Pooling,S-HCP-within,Std-CP
0.0,0.05,0,,,8.944312851351224,,
0.0,0.05,5,10.915657862506443,,8.944312851351224,9.80530032257147,6.066628040705754
0.0,0.05,10,11.732086425367795,9.921645883935494,8.944312851351224,9.717803245609096,73.70198095799691
0.0,0.05,15,10.03327101443603,8.469622693619801,8.944312851351224,9.839239604681232,8.995852133622916
0.0,0.05,20,9.863662654767454,7.715714613693116,8.944312851351224,9.828397434542898,6.901977719484802
0.0,0.05,25,8.54724034924638,6.639940146753777,8.944312851351224,8.465521978316586,6.719323351082271
0.0,0.05,30,7.906612885718237,6.888934474413241,8.944312851351224,8.999646229037921,6.422435567600342
0.0,0.05,35,8.098410688542632,,8.944312851351224,,6.501628632873484
