tau_B,alpha,o,Donor-HCP-no-within,Donor-HCP-within,HCP,Pooling,Repeated,S-HCP-within,Std-CP,Subsampling
5.0,0.1,0,0.9428,0.9428,0.9428,0.8672,0.9084,0.9206,1.0,0.8952
5.0,0.1,5,0.9378,0.9494,0.9428,0.8672,0.9084,0.9184,0.7564,0.8952
5.0,0.1,10,0.932,0.9422,0.9428,0.8672,0.9084,0.92,0.8164,0.8952
5.0,0.1,15,0.9186,0.9224,0.9428,0.8672,0.9084,0.9182,0.8836,0.8952
5.0,0.1,20,0.9068,0.9058,0.9428,0.8672,0.9084,0.911,0.9086,0.8952
5.0,0.1,25,0.9234,0.9356,0.9428,0.8672,0.9084,0.9318,0.9322,0.8952
5.0,0.1,30,0.9046,0.9418,0.9428,0.8672,0.9084,0.94,0.9392,0.8952
5.0,0.1,35,0.9184,0.9508,0.9428,0.8672,0.9084,0.947,0.9514,0.8952
