tau_B,alpha,o,method,coverage_mean,coverage_std,width_mean,width_median,width_std
0.0,0.1,0,Donor-HCP-no-within,0.9712,0.16726074025618265,11.594320883249269,11.491067113218673,2.4288873546033796
0.0,0.1,0,Donor-HCP-within,0.9712,0.16726074025618265,11.594320883249269,11.491067113218673,2.4288873546033796
0.0,0.1,0,HCP,0.9712,0.16726074025618265,11.594320883249269,11.491067113218673,2.4288873546033796
0.0,0.1,0,Pooling,0.8884,0.3149051810539336,8.028180492669652,7.752303534023266,1.7257098914059885
0.0,0.1,0,Repeated,0.9312,0.25313904454898933,9.189177287804288,8.941125121538748,2.028852323202339
0.0,0.1,0,S-HCP-within,0.9124,0.282740567385879,9.708627010426149,9.162546405524786,3.118798603590642
0.0,0.1,0,Std-CP,1.0,0.0,,,
0.0,0.1,0,Subsampling,0.9134,0.2812761334572317,9.430301703938083,9.331391216900311,2.7520473168487665
0.0,0.1,5,Donor-HCP-no-within,0.9572,0.20242617239639288,10.002971601739134,9.700163520085297,2.2025158574963557
0.0,0.1,5,Donor-HCP-within,0.9696,0.17170246459288044,9.879186107880082,9.7217800540578,1.8817473085198884
0.0,0.1,5,HCP,0.9712,0.16726074025618265,11.594320883249269,11.491067113218673,2.4288873546033796
0.0,0.1,5,Pooling,0.8884,0.3149051810539336,8.028180492669652,7.752303534023266,1.7257098914059885
0.0,0.1,5,Repeated,0.9312,0.25313904454898933,9.189177287804288,8.941125121538748,2.028852323202339
0.0,0.1,5,S-HCP-within,0.9064,0.29130055132498545,8.747991380687884,8.257272139099143,2.291313077708794
0.0,0.1,5,Std-CP,0.744,0.4364654630323966,5.947411248531325,4.914897477850362,4.478526678208702
0.0,0.1,5,Subsampling,0.9134,0.2812761334572317,9.430301703938083,9.331391216900311,2.7520473168487665
0.0,0.1,10,Donor-HCP-no-within,0.9374,0.2422663381399059,9.089502727815198,8.818219191517805,1.993567313401305
0.0,0.1,10,Donor-HCP-within,0.9546,0.208200647217775,42.155434276814354,21.326070480282024,48.91041081068209
0.0,0.1,10,HCP,0.9712,0.16726074025618265,11.594320883249269,11.491067113218673,2.4288873546033796
0.0,0.1,10,Pooling,0.8884,0.3149051810539336,8.028180492669652,7.752303534023266,1.7257098914059885
0.0,0.1,10,Repeated,0.9312,0.25313904454898933,9.189177287804288,8.941125121538748,2.028852323202339
0.0,0.1,10,S-HCP-within,0.909,0.28763787495637944,8.689979844681506,8.222017666378498,2.198748885261573
0.0,0.1,10,Std-CP,0.8302,0.37549455286574607,71.00570943865124,12.3316433528809,1047.3192448034838
0.0,0.1,10,Subsampling,0.9134,0.2812761334572317,9.430301703938083,9.331391216900311,2.7520473168487665
0.0,0.1,15,Donor-HCP-no-within,0.9176,0.2750006637683161,8.513050998199189,8.177033439317196,1.9409489899442918
0.0,0.1,15,Donor-HCP-within,0.933,0.25004700498294374,7.599140756794519,7.4645746202755925,1.1946117352037502
0.0,0.1,15,HCP,0.9712,0.16726074025618265,11.594320883249269,11.491067113218673,2.4288873546033796
0.0,0.1,15,Pooling,0.8884,0.3149051810539336,8.028180492669652,7.752303534023266,1.7257098914059885
0.0,0.1,15,Repeated,0.9312,0.25313904454898933,9.189177287804288,8.941125121538748,2.028852323202339
0.0,0.1,15,S-HCP-within,0.908,0.28905485732315384,8.622022868161535,8.090512580925557,2.15518618097774
