tau_B,alpha,o,Donor-HCP-no-within,Donor-HCP-within,HCP,Pooling,Repeated,S-HCP-within,Std-CP,Subsampling
0.0,0.05,0,1.0,1.0,1.0,0.923,1.0,1.0,1.0,1.0
0.0,0.05,5,1.0,1.0,1.0,0.923,1.0,0.95,0.7444,1.0
0.0,0.05,10,0.994,1.0,1.0,0.923,1.0,0.949,0.8382,1.0
0.0,0.05,15,0.9706,0.986,1.0,0.923,1.0,0.9554,0.8882,1.0
0.0,0.05,20,0.947,0.9526,1.0,0.923,1.0,0.9476,0.911,1.0
0.0,0.05,25,0.9582,1.0,1.0,0.923,1.0,1.0,0.928,1.0
0.0,0.05,30,0.9664,1.0,1.0,0.923,1.0,1.0,0.9358,1.0
0.0,0.05,35,0.9722,1.0,1.0,0.923,1.0,1.0,0.946,1.0
