alpha,o,Donor-HCP-derandomized,Donor-HCP-within,HCP,Pooling,Repeated,S-HCP-derandomized,S-HCP-within,Std-CP,Subsampling
0.1,0.0,inf,inf,inf,7.962382728056708,inf,inf,9.433130540397592,inf,inf
0.1,5.0,inf,10.501340972251514,inf,7.962382728056708,inf,10.14258172527736,8.53557599601384,6.118232539705785,inf
0.1,10.0,inf,9.508789673203706,inf,7.962382728056708,inf,9.85499890696799,8.466428579005514,45.68731050113543,inf
0.1,15.0,10.820482211101675,8.66126312755188,inf,7.962382728056708,inf,9.772141899613342,8.471204036355862,8.961252230334223,inf
0.1,20.0,inf,inf,inf,7.962382728056708,inf,9.809598247244713,8.340107382081856,6.9721323508143636,inf
