tau_B,alpha,o,Donor-HCP-no-within,Donor-HCP-within,HCP,Pooling,Repeated,S-HCP-within,Std-CP,Subsampling
5.0,0.05,0,1.0,1.0,1.0,0.9072,1.0,1.0,1.0,1.0
5.0,0.05,5,1.0,1.0,1.0,0.9072,1.0,0.96,0.7684,1.0
5.0,0.05,10,0.993,1.0,1.0,0.9072,1.0,0.9636,0.8274,1.0
5.0,0.05,15,0.9684,0.9836,1.0,0.9072,1.0,0.963,0.8938,1.0
5.0,0.05,20,0.9444,0.9498,1.0,0.9072,1.0,0.9586,0.917,1.0
5.0,0.05,25,0.9624,1.0,1.0,0.9072,1.0,1.0,0.9206,1.0
5.0,0.05,30,0.9672,1.0,1.0,0.9072,1.0,1.0,0.9424,1.0
5.0,0.05,35,0.9704,1.0,1.0,0.9072,1.0,1.0,0.9472,1.0
