tau_B,alpha,o,Donor-HCP-no-within,Donor-HCP-within,Pooling,S-HCP-within,Std-CP
5.0,0.05,0,,,31.606752203247215,,
5.0,0.05,5,,,31.606752203247215,31.51497464902821,6.205513205573408
5.0,0.05,10,37.5711398985563,,31.606752203247215,31.307127726990124,65.50663833942257
5.0,0.05,15,33.5104972040704,22.743680473121373,31.606752203247215,31.526476050098427,9.155774100804624
5.0,0.05,20,31.755349118215598,17.252139998355542,31.606752203247215,30.81133124381553,6.915270186606678
5.0,0.05,25,16.345218589949468,,31.606752203247215,,6.746017043409449
5.0,0.05,30,16.59283057936017,,31.606752203247215,,6.467217860833661
5.0,0.05,35,16.791462221628976,,31.606752203247215,,6.546445016556243
