tau_B,alpha,o,Donor-HCP-no-within,Donor-HCP-within,HCP,Pooling,Repeated,S-HCP-within,Std-CP,Subsampling
0.0,0.05,0,1.0,1.0,1.0,0.9212,1.0,1.0,1.0,1.0
0.0,0.05,5,0.9996,1.0,1.0,0.9212,1.0,0.952,0.7564,1.0
0.0,0.05,10,0.9888,0.998,1.0,0.9212,1.0,0.9546,0.8332,1.0
0.0,0.05,15,0.9652,0.9728,1.0,0.9212,1.0,0.9592,0.89,1.0
0.0,0.05,20,0.9656,0.9734,1.0,0.9212,1.0,0.9554,0.9128,1.0
0.0,0.05,25,0.9732,0.9816,1.0,0.9212,1.0,0.9618,0.9296,1.0
0.0,0.05,30,0.975,0.9998,1.0,0.9212,1.0,0.993,0.937,1.0
0.0,0.05,35,0.9736,1.0,1.0,0.9212,1.0,1.0,0.9428,1.0
