tau_B,alpha,o,Donor-HCP-no-within,Donor-HCP-within,Pooling,S-HCP-within,Std-CP
5.0,0.05,0,,,31.432470604846706,,
5.0,0.05,5,28.860027170852707,,31.432470604846706,30.76892364546078,6.3322872811732935
5.0,0.05,10,33.263039249884095,23.112560468737737,31.432470604846706,30.70912200387973,53.447644345580876
5.0,0.05,15,31.096071949360457,20.579705835368607,31.432470604846706,31.235283225531013,9.092364362052042
5.0,0.05,20,30.17109669448404,16.722864789599683,31.432470604846706,30.11879577861409,6.92859402140009
5.0,0.05,25,21.900352243532847,9.161743680800294,31.432470604846706,21.499107027152352,6.748139217794468
5.0,0.05,30,16.72178418864754,6.842400664376409,31.432470604846706,20.70631509361542,6.443465163988632
5.0,0.05,35,16.800371935113734,,31.432470604846706,29.174846505128336,6.486799475212752
