tau_B,alpha,o,method,coverage_mean,coverage_std,width_mean,width_median,width_std
5.0,0.05,0,Donor-HCP-no-within,1.0,0.0,,,
5.0,0.05,0,Donor-HCP-within,1.0,0.0,,,
5.0,0.05,0,HCP,1.0,0.0,,,
5.0,0.05,0,Pooling,0.9076,0.28961874214760464,31.432470604846706,28.863777653516756,12.3121081217475
5.0,0.05,0,Repeated,1.0,0.0,,,
5.0,0.05,0,S-HCP-within,1.0,0.0,,,
5.0,0.05,0,Std-CP,1.0,0.0,,,
5.0,0.05,0,Subsampling,1.0,0.0,,,
5.0,0.05,5,Donor-HCP-no-within,0.9998,0.014142135623730947,28.860027170852707,27.50942787500402,3.393879648719482
5.0,0.05,5,Donor-HCP-within,1.0,0.0,,,
5.0,0.05,5,HCP,1.0,0.0,,,
5.0,0.05,5,Pooling,0.9076,0.28961874214760464,31.432470604846706,28.863777653516756,12.3121081217475
5.0,0.05,5,Repeated,1.0,0.0,,,
5.0,0.05,5,S-HCP-within,0.9484,0.22124020757061572,30.76892364546078,28.6849939573182,10.295595296446216
5.0,0.05,5,Std-CP,0.7518,0.4320116743993884,6.3322872811732935,5.157279530614607,5.076542057704645
5.0,0.05,5,Subsampling,1.0,0.0,,,
5.0,0.05,10,Donor-HCP-no-within,0.9796,0.1413783490054738,33.263039249884095,30.950894157428554,10.1511338070308
5.0,0.05,10,Donor-HCP-within,0.9946,0.07329334473795396,23.112560468737737,21.427606927021245,6.4341106569720115
5.0,0.05,10,HCP,1.0,0.0,,,
5.0,0.05,10,Pooling,0.9076,0.28961874214760464,31.432470604846706,28.863777653516756,12.3121081217475
5.0,0.05,10,Repeated,1.0,0.0,,,
5.0,0.05,10,S-HCP-within,0.9468,0.22445452984333691,30.70912200387973,28.889267773564,10.118809414894738
5.0,0.05,10,Std-CP,0.839,0.3675677096865836,53.447644345580876,12.394182286964632,430.7587299929476
5.0,0.05,10,Subsampling,1.0,0.0,,,
5.0,0.05,15,Donor-HCP-no-within,0.9626,0.18975890410818022,31.096071949360457,29.37143960441196,9.573586226501796
5.0,0.05,15,Donor-HCP-within,0.9752,0.15553069780461956,20.579705835368607,19.284044262756623,5.879718626185241
5.0,0.05,15,HCP,1.0,0.0,,,
5.0,0.05,15,Pooling,0.9076,0.28961874214760464,31.432470604846706,28.863777653516756,12.3121081217475
5.0,0.05,15,Repeated,1.0,0.0,,,
5.0,0.05,15,S-HCP-within,0.9532,0.2112313512164976,31.235283225531013,29.61461910013319,10.14803182383145
5.0,0.05,15,Std-CP,0.8876,0.3158895332856856,9.092364362052042,7.5060919017674435,6.56258393679971
5.0,0.05,15,Subsampling,1.0,0.0,,,
5.0,0.05,20,Donor-HCP-no-within,0.9602,0.19550857966069984,30.17109669448404,29.493789066012216,9.222139269698902
5.0,0.05,20,Donor-HCP-within,0.9696,0.1717024645928804,16.722864789599683,15.92730688921992,4.972793121249996
5.0,0.05,20,HCP,1.0,0.0,,,
5.0,0.05,20,Pooling,0.9076,0.28961874214760464,31.432470604846706,28.863777653516756,12.3121081217475
5.0,0.05,20,Repeated,1.0,0.0,,,
5.0,0.05,20,S-HCP-within,0.948,0.22204923141554553,30.11879577861409,28.95592156911665,8.571693126389993
5.0,0.05,20,Std-CP,0.9104,0.2856364080986985,6.92859402140009,6.358465297028237,3.0036087014243416
5.0,0.05,20,Subsampling,1.0,0.0,,,
5.0,0.05,25,Donor-HCP-no-within,0.9694,0.17224858174969931,21.900352243532847,20.690249055451154,8.532795726253507
5.0,0.05,25,Donor-HCP-within,0.9794,0.14205518623122146,9.161743680800294,9.006058107308547,2.362466352095951
5.0,0.05,25,HCP,1.0,0.0,,,
5.0,0.05,25,Pooling,0.9076,0.28961874214760464,31.432470604846706,28.863777653516756,12.3121081217475
5.0,0.05,25,Repeated,1.0,0.0,,,
5.0,0.05,25,S-HCP-within,0.9424,0.23300879515529851,21.499107027152352,20.52004869536055,8.173911190684027
5.0,0.05,25,Std-CP,0.9334,0.24935291330777556,6.748139217794468,6.348215133814314,2.447206104193973
5.0,0.05,25,Subsampling,1.0,0.0,,,
5.0,0.05,30,Donor-HCP-no-within,0.9738,0.15974562195173467,16.72178418864754,15.281469540522657,7.668744693357032
5.0,0.05,30,Donor-HCP-within,0.999,0.03161012242886751,6.842400664376409,6.902856706425478,1.9219380250612346
5.0,0.05,30,HCP,1.0,0.0,,,
5.0,0.05,30,Pooling,0.9076,0.28961874214760464,31.432470604846706,28.863777653516756,12.3121081217475
5.0,0.05,30,Repeated,1.0,0.0,,,
5.0,0.05,30,S-HCP-within,0.979,0.14339844009794692,20.70631509361542,18.614658080401103,9.168019959820304
5.0,0.05,30,Std-CP,0.938,0.24117967063313045,6.443465163988632,6.143745947941048,2.1778216353505306
5.0,0.05,30,Subsampling,1.0,0.0,,,
5.0,0.05,35,Donor-HCP-no-within,0.9692,0.17279274135881204,16.800371935113734,15.468407587770574,7.63998734059818
5.0,0.05,35,Donor-HCP-within,1.0,0.0,,,
5.0,0.05,35,HCP,1.0,0.0,,,
5.0,0.05,35,Pooling,0.9076,0.28961874214760464,31.432470604846706,28.863777653516756,12.3121081217475
5.0,0.05,35,Repeated,1.0,0.0,,,
5.0,0.05,35,S-HCP-within,1.0,0.0,29.174846505128336,29.837099554913763,1.4681626495390867
5.0,0.05,35,Std-CP,0.9526,0.2125141700087096,6.486799475212752,6.221386996123887,2.034885094002747
5.0,0.05,35,Subsampling,1.0,0.0,,,
