tau_B,alpha,o,Donor-HCP-no-within,Donor-HCP-within,Pooling,S-HCP-within,Std-CP
0.0,0.05,0,,,8.99432054762647,,
0.0,0.05,5,,,8.99432054762647,9.749860622440362,6.028430306700333
0.0,0.05,10,12.998869409265659,,8.99432054762647,9.609072343289423,77.20116894081207
0.0,0.05,15,10.261860440084746,11.979151741887243,8.99432054762647,9.737761059279944,9.048082494813652
0.0,0.05,20,9.271337783786056,7.21234247588445,8.99432054762647,9.322464558154696,6.846494483007267
0.0,0.05,25,7.71101462347714,,8.99432054762647,,6.698570844531627
0.0,0.05,30,7.916538800631973,,8.99432054762647,,6.401503328583496
0.0,0.05,35,8.084572653315185,,8.99432054762647,,6.4809667814813485
