tau_B,alpha,o,Donor-HCP-no-within,Donor-HCP-within,HCP,Pooling,Repeated,S-HCP-within,Std-CP,Subsampling
0.0,0.1,0,0.9778,0.9778,0.9778,0.8904,0.9328,0.9032,1.0,0.916
0.0,0.1,5,0.9532,0.9638,0.9778,0.8904,0.9328,0.9036,0.754,0.916
0.0,0.1,10,0.9246,0.9376,0.9778,0.8904,0.9328,0.9032,0.8398,0.916
0.0,0.1,15,0.9152,0.9184,0.9778,0.8904,0.9328,0.9042,0.8838,0.916
0.0,0.1,20,0.9064,0.9226,0.9778,0.8904,0.9328,0.8932,0.9128,0.916
0.0,0.1,25,0.9274,0.938,0.9778,0.8904,0.9328,0.9104,0.9254,0.916
0.0,0.1,30,0.917,0.9488,0.9778,0.8904,0.9328,0.927,0.934,0.916
0.0,0.1,35,0.916,0.9498,0.9778,0.8904,0.9328,0.946,0.9484,0.916
