tau_B,alpha,o,Donor-HCP-no-within,Donor-HCP-within,HCP,Pooling,Repeated,S-HCP-within,Std-CP,Subsampling
5.0,0.1,0,0.9428,0.9428,0.9428,0.8672,0.9076,0.9208,1.0,0.8968
5.0,0.1,5,0.9378,0.9488,0.9428,0.8672,0.9076,0.9188,0.75,0.8968
5.0,0.1,10,0.932,0.942,0.9428,0.8672,0.9076,0.916,0.8276,0.8968
5.0,0.1,15,0.9186,0.9218,0.9428,0.8672,0.9076,0.9192,0.8886,0.8968
5.0,0.1,20,0.9068,0.9094,0.9428,0.8672,0.9076,0.911,0.9076,0.8968
5.0,0.1,25,0.9234,0.9256,0.9428,0.8672,0.9076,0.9318,0.9296,0.8968
5.0,0.1,30,0.9046,0.936,0.9428,0.8672,0.9076,0.94,0.9358,0.8968
5.0,0.1,35,0.9184,0.9446,0.9428,0.8672,0.9076,0.947,0.9488,0.8968
